2025-05-28 11:27:46,348 - INFO - Starting GPU logger daemon...
2025-05-28 11:27:46,349 - INFO - Logging interval: 300 seconds
2025-05-28 11:27:46,349 - INFO - Logger will run indefinitely until stopped manually
2025-05-28 11:27:46,381 - INFO - Logged stats for GPU 0: Utilization=None%, Memory=NoneMiB
2025-05-28 11:27:46,386 - INFO - Logged stats for GPU 1: Utilization=None%, Memory=NoneMiB
2025-05-28 11:27:46,388 - INFO - Logged stats for GPU 2: Utilization=None%, Memory=NoneMiB
2025-05-28 11:32:46,441 - INFO - Logged stats for GPU 0: Utilization=None%, Memory=NoneMiB
2025-05-28 11:32:46,473 - INFO - Logged stats for GPU 1: Utilization=None%, Memory=NoneMiB
2025-05-28 11:32:46,512 - INFO - Logged stats for GPU 2: Utilization=None%, Memory=NoneMiB
2025-05-28 12:02:25,297 - INFO - Starting GPU logger daemon...
2025-05-28 12:02:25,297 - INFO - Logging interval: 300 seconds
2025-05-28 12:02:25,297 - INFO - Logger will run indefinitely until stopped manually
2025-05-28 12:02:25,349 - INFO - Logged stats for GPU 0: Utilization=23%, Memory=2696MiB
2025-05-28 12:02:25,353 - INFO - Logged stats for GPU 1: Utilization=0%, Memory=15MiB
2025-05-28 12:02:25,356 - INFO - Logged stats for GPU 2: Utilization=0%, Memory=15MiB
2025-05-28 12:07:25,410 - INFO - Logged stats for GPU 0: Utilization=22%, Memory=2686MiB
2025-05-28 12:07:25,414 - INFO - Logged stats for GPU 1: Utilization=0%, Memory=15MiB
2025-05-28 12:07:25,416 - INFO - Logged stats for GPU 2: Utilization=0%, Memory=15MiB
2025-05-28 12:12:25,471 - INFO - Logged stats for GPU 0: Utilization=20%, Memory=2687MiB
2025-05-28 12:12:25,474 - INFO - Logged stats for GPU 1: Utilization=0%, Memory=15MiB
2025-05-28 12:12:25,476 - INFO - Logged stats for GPU 2: Utilization=0%, Memory=15MiB
2025-05-28 12:17:25,514 - INFO - Logged stats for GPU 0: Utilization=20%, Memory=2688MiB
2025-05-28 12:17:25,519 - INFO - Logged stats for GPU 1: Utilization=0%, Memory=15MiB
2025-05-28 12:17:25,522 - INFO - Logged stats for GPU 2: Utilization=0%, Memory=15MiB
